sname,netoperatecashflow,nideposit,scode,netoperatecashflow_zb,indemnitypay_zb,niloanadvances_zb,indemnitypay,agentuwsecurityrec,publishname,hycode,premiumrec_zb,buyfilassetpay_zb,reporttimetypecode,noticedate,netfinacashflow_zb,cashequibeginning_zb,salegoodsservicerec,invpay,employeepay_zb,eutime,nideposit_zb,netinvcashflow,niloanadvances,nicashequi_tb,nicashequi,niclientdeposit_zb,intandcommrec_zb,cashequibeginning,employeepay,dataajusttype,intandcommrec,invincomerec,invincomerec_zb,reportdate,salegoodsservicerec_zb,premiumrec,netfinacashflow,netinvcashflow_zb,companycode,mkt,cashequiending,niclientdeposit,combinetypecode,invpay_zb,cashequiending_zb,buyfilassetpay
2019-12-31T00:00:00,0.154947463610696,1383188744.1,11002694794.92,shzb,-,-,2,3.71050714864855,1050642551.08,2020/3/24 22:51:15,1580473589.02,-50289327.74,电子元件,-173114952.42,218.787867911157,31.4276141687791,-,-,-,001,0.954456077122515,-,33.6527541127556,001,20.8919585585218,生益科技,-,-31.1482434956885,016022,-,-,27.5046179032498,600183,1692374380.93,-1566424225.68,-,186598910.08,-,7792203.78,21.8919585585218,2020-03-25T00:00:00,1100931878.82,-3.44237953060376,-,10000145,-
2019-12-31T00:00:00,0.0055384685984348,528354678.4,2968448324.03,zxb,-,-,2,0.419426247860944,301183426.78,2020/3/24 19:13:08,357116241.52,152350980.24,材料行业,-86969835.6,19.4842745307826,2.34403638859055,-,-,-,001,5.90273629008374,-,3.77010029502387,001,1.9769050800037,濮耐股份,-,-2.20793630274052,016040,-,-,3.46800970737226,002225,574378475.55,-336381260.03,-,63900000.0,-,843791.12,0.976905080003704,2020-03-25T00:00:00,148832446.54,-0.570851828212694,-,80113282,-
2019-12-31T00:00:00,0.12325218050067,283628317.96,3820277971.35,zxb,-,-,2,11.3254237290258,621629733.59,2020/3/23 16:22:57,361870890.67,466943048.36,农牧饲渔,145634790.77,8.18146449501197,0.774978644485586,-,-,-,001,8.2870192254367,-,2.50899189947199,001,1.33127527173451,仙坛股份,-,-1.82089556470809,016009,-,-,0.607415227523273,002746,1171556325.85,-850254525.73,-,5288327880.0,-,57551748.88,0.331275271734511,2020-03-24T00:00:00,154686685.23,0.311889835990705,-,80198659,-
2019-12-31T00:00:00,0.262921413057532,1018090529.1,5727496239.19,shzb,-,-,2,-,3456551519.25,2020/3/23 21:05:17,400824286.63,-172705867.97,机械行业,-438517459.88,33.1632984247235,2.32084926436678,-,-,-,001,-1.68852061515009,-,2.61017308281792,001,20.0140942509864,中信重工,-,-1.07229970670232,016043,-,-,5.89493884062381,601608,450792207.82,-185192451.57,-,-,-,45408070.85,21.0140942509864,2020-03-24T00:00:00,3629257387.22,-2.53909994509378,-,80031365,-
2019-12-31T00:00:00,0.00255465130867759,1533204824.39,22667825261.24,szzb,-,-,2,-,3260720019.6,2020/3/23 20:55:40,3539956656.15,216137258.39,有色金属,83857830.15,104.876990807101,16.3782805543062,-,-,-,001,4.01847546758793,-,17.0443572497006,001,15.0863393192317,云铝股份,-,-16.4444263324867,016032,-,-,7.09366277619508,000807,3683920646.97,-3554253223.3,-,-,-,552155.33,14.0863393192317,2020-03-24T00:00:00,3044582761.21,0.387984148474236,-,10001102,-
2019-12-31T00:00:00,0.0097798078450507,74814937.1,527072894.97,cyb,-,-,2,4.69274705504515,120219752.39,2020/3/23 21:06:50,6587704.26,30898746.15,材料行业,9812395.27,17.0580674183765,0.213202963900851,-,-,-,001,4.29393228734018,-,-0.317383083844003,001,3.89076475163054,开尔新材,-,0.976031854289337,016040,-,-,2.42129362585802,300234,-9806739.34,30158160.5,-,145000000.0,-,302183.8,2.89076475163054,2020-03-24T00:00:00,89321006.24,0.317566131077458,-,80174269,-
2019-12-31T00:00:00,0.0636958389145338,47073406160.0,299043937690.0,shzb,-,-,2,0.117607029381743,34949785991.0,2020/3/23 18:59:06,60366712823.0,4886879509.0,电信运营,-32469497587.0,61.1932291637764,12.3528138379153,-,-,-,001,2.73729837881923,-,19.6870488870897,001,7.15175930297323,中国联通,-,-12.0480277577067,016056,-,-,9.63261035458446,600050,96208235799.0,-58877259973.0,-,574731382.0,-,311273890.0,6.15175930297323,2020-03-24T00:00:00,30062906482.0,-6.64421898006735,-,10000023,-
2019-12-31T00:00:00,0.0121072493648998,1018004333.91,9509602311.4,szzb,-,-,2,0.155008045717247,1762692950.3,2020/3/23 17:39:04,164593790.54,834057809.14,通讯行业,1001155147.54,11.4016105444842,0.197340986123867,-,-,-,001,2.17738651944628,-,0.0728229224214419,001,2.11339421678399,创维数字,-,-0.287555009846736,016015,-,-,1.22054409509056,000810,60738527.13,-239837501.52,-,129285671.01,-,10098145.88,1.11339421678399,2020-03-24T00:00:00,928635141.16,1.20034263401034,-,10001104,-
2019-12-31T00:00:00,0.0424582796691677,427582665.76,1709308185.08,szzb,-,-,2,0.0146837726373424,594023957.6,2020/3/23 16:15:34,241028244.1,181152355.44,民航机场,-408593317.03,9.43574915671546,1.33052779531664,-,0.273393561401434,-,001,2.31249620460594,-,4.22716095101303,001,3.27914012576419,中信海直,-,-0.973382758075166,016001,49525887.61,-,2.36034836379271,000099,765760163.1,-176330579.37,-,2660000.0,-,7691417.37,2.27914012576419,2020-03-24T00:00:00,412871602.16,-2.25552307082936,-,10000660,-
2019-12-31T00:00:00,0.0165071382434932,60657681.41,419613771.88,zxb,-,-,2,-,7727792.99,2020/3/23 20:52:13,55733699.43,-103561257.85,有色金属,-107072778.87,4.05184120578929,0.538171325716473,-,-,-,001,-5.93101342225882,-,0.425866891302924,001,0.0746205014349389,东方锆业,-,-0.39394680913486,016032,-,-,0.585717889771653,002167,44103310.94,-40797627.08,-,-,-,1709500.0,1.07462050143494,2020-03-24T00:00:00,111289050.84,-1.03390767061835,-,80027142,-
2019-12-31T00:00:00,0.705873646441397,375450836.64,3620817274.73,zxb,-,-,2,45.9446374969055,602100563.41,2020/3/23 20:49:12,272950976.05,177030823.25,医药制造,-340760274.02,20.4530330270042,1.54182741196737,-,-,-,001,-0.220822726611955,-,7.69787010161238,001,3.40110582076277,华兰生物,-,-4.77298436909348,016024,-,-,2.12082184191052,002007,1362760281.36,-844965352.22,-,8133617000.0,-,124961392.74,2.40110582076277,2020-03-24T00:00:00,425069740.16,-1.9248640873052,-,10001387,-
2019-12-31T00:00:00,0.0266353347313614,39880058.47,212904233.96,cyb,-,-,2,14.0993053091934,74310169.76,2020/3/23 19:54:12,159127342.97,-15248978.25,材料行业,94615208.94,13.9618688196371,10.4352790305803,-,-,-,001,-1.28857113201992,-,7.43667336203329,001,4.87312451639178,中简科技,-,-14.6413650724435,016040,-,-,2.61526102380007,300777,113401670.35,-223265857.54,-,215000000.0,-,406161.64,5.87312451639178,2020-03-24T00:00:00,89559148.01,6.20469171041017,-,80555054,-
2019-12-31T00:00:00,0.862649736084143,437326431.85,5794434181.5,shzb,-,-,2,0.642076555143749,1940765483.82,2020/3/23 17:06:01,392328027.73,20853260.04,有色金属,145839091.96,277.867065887315,18.8137503190125,-,-,-,001,-0.969760658924543,-,9.75350499585483,001,93.0677256264628,新疆众和,-,-15.408272543174,016032,-,-,20.9716097632282,600888,203392375.98,-321312714.11,-,13389389.37,-,17989059.27,92.0677256264628,2020-03-24T00:00:00,1919912223.78,6.99358717439175,-,10000837,-
2019-12-31T00:00:00,0.000202831891758787,5624744667.8,112826066184.16,szzb,-,-,2,0.945526169515501,34887063530.25,2020/3/23 20:32:39,931748303.56,5403478715.78,房地产,15153591196.57,20.8802647551233,0.172434898436627,-,-,-,001,-0.521930274606294,-,0.414313694887357,001,6.45640805956501,金科股份,-,-2.21872578796665,016017,-,-,1.04094879681377,000656,2238735231.98,-11988837571.43,-,5109130532.19,-,1095997.81,5.45640805956501,2020-03-24T00:00:00,29483584814.47,2.80441396989616,-,10000978,-
2019-12-31T00:00:00,0.179751459213867,406574141.42,3155092680.59,szzb,-,-,2,0.0489594679974279,853345952.97,2020/3/23 17:34:01,110875025.08,76593969.53,专用设备,-91486203.36,41.1924424331373,1.44756859789821,-,-,-,001,1.1694444484452,-,3.68981091728515,001,11.1411637000451,创元科技,-,-1.53181977314866,016061,-,-,5.30817431078245,000551,282617264.97,-117328157.03,-,3750000.0,-,13767877.79,10.1411637000451,2020-03-24T00:00:00,776751983.44,-1.19443089216269,-,10000893,-
2019-12-31T00:00:00,-,118536918.76,1052673581.62,zxb,-,-,2,8.18996957104848,85718905.88,2020/3/23 18:00:05,36445904.26,-4884023.03,电子元件,64838695.86,215.53411504286,7.46227117196865,-,-,-,001,-1.19294629304064,-,-1.72204102813168,001,17.5508807705192,康强电子,-,-12.7246603994822,016022,-,-,24.2703439422561,002119,-8410488.04,-62147534.44,-,40000000.0,-,-,18.5508807705192,2020-03-24T00:00:00,90602928.91,13.2756736529967,-,80061479,-
2019-12-31T00:00:00,0.105032058036692,21327109178.85,115563984795.27,zxb,-,-,2,0.537703576126324,17764448498.26,2020/3/23 21:08:11,6421460049.83,2465176904.27,交运物流,7371761504.85,46.8785767849352,2.60486784486225,-,-,-,001,3.89920689241674,-,3.70004824387686,001,7.20615565864247,顺丰控股,-,-5.69886531460109,016003,-,-,8.65135039270761,002352,9121273475.49,-14048711154.1,-,1325534437.21,-,258922603.68,6.20615565864248,2020-03-24T00:00:00,15299271593.99,2.99035801125719,-,80137998,-
2019-12-31T00:00:00,0.276295729445714,2203361190.88,45652223322.49,shzb,-,-,2,6.55107905305034,15579082256.97,2020/3/23 18:07:10,515872916.33,-1176311709.24,商业百货,-974031289.53,38.8096309540142,0.438551203968971,-,-,-,001,-1.14581365798987,-,3.00469106281665,001,13.2440084839719,豫园股份,-,-3.044845986617,016036,-,-,1.87310997040365,600655,3534453279.84,-3581687986.89,-,7706110998.26,-,325009901.76,14.2440084839719,2020-03-24T00:00:00,16755393966.21,-0.828038420325943,-,10000462,-
2019-12-31T00:00:00,0.0641376717876118,2289311267.04,22166668624.21,shzb,-,-,2,0.484061279381148,4980309684.96,2020/3/23 18:20:33,262947955.82,156656777.21,水泥建材,-336134038.41,141.498306163259,1.67849716113792,-,-,-,001,1.0538530504234,-,1.60115213371049,001,31.7912175499681,中材国际,-,1.56946717798498,016004,-,-,14.6135475771416,600970,250831333.09,245867670.04,-,75831480.0,-,10047600.96,30.7912175499681,2020-03-24T00:00:00,4823652907.75,-2.14567185918429,-,10001441,-
2019-12-31T00:00:00,-,24558869.07,132858375.79,cyb,-,-,2,-,134044280.98,2020/3/23 18:35:09,5904705.56,83197215.76,金属制品,-81679133.88,1.59690891788084,0.0709723938002129,-,-,-,001,3.78070963190204,-,0.671039206420674,001,1.61116306303662,红宇新材,-,1.33413281233103,016059,-,-,0.295188593099621,300345,55828593.64,110996135.44,-,-,-,-,0.611163063036618,2020-03-24T00:00:00,50847065.22,-0.98175321293949,-,80168103,-
2019-12-31T00:00:00,0.0566995763021989,201872288.12,945138517.18,shzb,-,-,2,0.165015993896538,656650395.5,2020/3/23 17:05:38,124815465.35,514236820.3,医疗行业,25935184.35,1.83794407531654,0.242719813951059,-,-,-,001,4.24207496700083,-,0.43896654780245,001,1.27694161440427,基蛋生物,-,0.509019244804941,016047,-,-,0.392566771088523,603387,225732761.76,261756437.92,-,84857300.0,-,29157009.83,0.276941614404269,2020-03-24T00:00:00,142413575.2,0.0504343199984585,-,80463420,-
2019-12-31T00:00:00,0.0160474173801674,196015504.23,945565914.2,cyb,-,-,2,3.14822453595669,609196235.69,2020/3/23 21:04:09,47788445.34,358297188.5,专用设备,715148030.59,2.63905479738365,0.133376556874657,-,-,-,001,7.8326589385902,-,0.601064204192046,001,1.70025402164159,智莱科技,-,-1.61786362621709,016061,-,-,0.54707519489788,300771,215359614.47,-579675988.65,-,1128000000.0,-,5749744.53,0.70025402164159,2020-03-24T00:00:00,250899047.19,1.9959632772558,-,80642020,-
2019-12-31T00:00:00,0.00119563238542947,216956146.03,1443404376.58,cyb,-,-,2,1.026998067023,644304805.59,2020/3/23 20:08:08,119160836.54,247618936.73,材料行业,324106954.79,5.82913566967565,0.481226670761175,-,-,-,001,0.293924373747203,-,0.173001315996726,001,2.6020013416524,金力永磁,-,-0.48772161275244,016040,-,-,0.876169443642211,300748,42838401.92,-120769107.17,-,254304169.38,-,296061.22,1.6020013416524,2020-03-24T00:00:00,396685868.86,1.30889405741776,-,80341259,-
2019-12-31T00:00:00,-,733242822.02,13442245537.88,zxb,-,-,2,2.16113335645797,336099568.29,2020/3/23 20:04:37,619571886.91,-69408025.91,贵金属,-286437379.68,193.669901450738,8.92651647683204,-,-,-,001,-2.39236156959684,-,11.9693204936737,001,4.84237325415095,湖南黄金,-,-8.89124892934158,016052,-,-,10.5642368070053,002155,830766906.95,-617124036.06,-,150000000.0,-,-,5.84237325415095,2020-03-24T00:00:00,405507594.2,-4.12686250508576,-,80097739,-
2019-12-31T00:00:00,2.80341936429588,1118649772.36,15551720644.16,szzb,-,-,2,3.99497450976585,1953891635.64,2020/3/23 18:04:11,1476883615.7,92097210.11,电力行业,-880931025.25,168.86201683618,16.0361384881912,-,-,-,001,-0.302869954806011,-,26.973386434648,001,21.2155355553799,建投能源,-,-16.4081561285635,016007,-,-,12.146402383133,000600,2484173637.85,-1511145402.49,-,367926006.81,-,258187102.22,20.2155355553799,2020-03-24T00:00:00,1861794425.53,-9.56523030608446,-,10000937,-
2019-12-31T00:00:00,0.073855847677024,332816507.53,1612678745.35,cyb,-,-,2,-,128934161.08,2020/3/23 20:45:09,44223478.94,252398.43,交运设备,-74989837.7,6389.416706554,175.212971570386,-,-,-,001,1.00214648352535,-,425.581416691063,001,510.835828416207,鼎汉技术,-,-127.336061995314,016008,-,-,1318.61560125394,300011,107416081.41,-32139422.13,-,-,-,18641.1,509.835828416207,2020-03-24T00:00:00,128681762.65,-297.108970527273,-,80120140,-
2019-12-31T00:00:00,0.772474688002941,2390772420.54,11717163115.62,shzb,-,-,2,60.9930111862216,1732072741.05,2020/3/23 16:10:02,320242311.84,-211690920.22,石油行业,-222046142.78,55.3503338898188,1.5127824637315,-,-,-,001,0.921152027033312,-,-0.353378900815664,001,8.18208329034586,海油工程,-,0.385563824018413,016023,-,-,11.2936937401726,600583,-74807104.7,81620360.71,-,12911666665.0,-,163525877.55,9.18208329034586,2020-03-24T00:00:00,1943763661.27,-1.04891670624908,-,10000392,-
2019-12-31T00:00:00,0.0931298557393574,995331410.58,4657333067.6,shzb,-,-,2,0.012315958228121,971227040.89,2020/3/23 17:24:37,1897752920.66,122692640.07,港口水运,661706077.92,37.9593516362746,15.4675367615961,-,-,-,001,10.434353355207,-,9.38750437836267,001,7.91593562854206,日照港,-,-13.781305884895,016016,-,-,8.11239704363792,600017,1151777695.85,-1690864802.63,-,1511077.43,-,11426347.87,6.91593562854206,2020-03-24T00:00:00,848534400.82,5.39320107173891,-,80086172,-
2019-12-31T00:00:00,0.436130257018419,642944033.74,3579839417.26,cyb,-,-,2,39.2205486208735,1077561018.17,2020/3/23 18:49:40,578573085.43,189144910.11,电子元件,-674145167.89,18.926438016112,3.05888794519251,-,-,-,001,-0.58819274372476,-,9.0653263402796,001,5.69701303378097,三环集团,-,-4.52562165105147,016022,-,-,3.39921403841154,300408,1714660335.75,-855998300.38,-,7418367143.36,-,82491818.26,4.69701303378097,2020-03-24T00:00:00,888416108.06,-3.56417292697932,-,80189556,-
2019-12-31T00:00:00,-,98460829.92,1016519570.06,szzb,-,-,2,3.35429867028392,246419349.17,2020/3/23 19:23:40,35592677.95,-45649214.65,电力行业,-471376647.99,22.2680626129896,0.779699677702999,-,-,-,001,0.0262738459316343,-,13.4600346577923,001,5.39810708813585,银星能源,-,-4.13397206056863,016007,-,-,2.1569008508671,000862,614440011.29,-188712577.95,-,153121100.0,-,-,6.39810708813585,2020-03-24T00:00:00,292068563.82,-10.3260625972237,-,10001140,-
2019-12-31T00:00:00,0.0756954080067915,1236693636.48,8333240890.96,zxb,-,-,2,6.34643821713446,1306910714.89,2020/3/23 19:35:08,686219200.26,-837292213.08,木业家具,-738724058.06,9.95260765689671,0.819569547572556,-,-,-,001,-3.38410155407936,-,1.5540995837085,001,1.56087766549565,索菲亚,-,-1.67209862696553,016030,-,-,1.47701557133894,002572,1301235479.79,-1400035159.86,-,5313823300.0,-,63379175.69,2.56087766549565,2020-03-24T00:00:00,2144202927.97,-0.882277473168639,-,80171812,-
2019-12-31T00:00:00,-,140010754.12,1229747784.56,cyb,-,-,2,7.60321525915273,472635505.6,2020/3/22 16:04:23,106099919.75,318739961.95,食品饮料,1074817947.76,3.85815376596207,0.33287297614299,-,-,-,001,2.72051654620435,-,0.98947174411558,001,1.48282475378516,新诺威,-,-3.36866885096897,016012,-,-,0.439263257934263,300765,315384186.07,-1073729381.38,-,2423448542.4,-,-,0.48282475378516,2020-03-23T00:00:00,153895543.65,3.37208406873251,-,80123278,-
2019-12-31T00:00:00,0.263785435382412,3930570085.92,23279843304.44,shzb,-,-,2,24.5194267810971,5030918299.11,2020/3/22 14:05:45,561351000.76,1165191132.12,医药制造,-718508497.07,19.97942025364,0.481767312920287,-,-,-,001,3.94311566998149,-,3.27571396835598,001,4.3176764398786,恒瑞医药,-,-1.66963200324086,016024,-,-,3.37332646770882,600276,3816832867.29,-1945440404.08,-,28569818650.0,-,307360450.09,3.3176764398786,2020-03-23T00:00:00,3865727166.99,-0.616644323204481,-,10000223,-
2019-12-31T00:00:00,0.722434172593309,1191405072.13,7947625411.14,shzb,-,-,2,27.0335395280232,1445525221.25,2020/3/22 14:06:16,5109198554.61,-42550846.84,玻璃陶瓷,2029491681.52,186.779488573394,120.072781954767,-,-,-,001,0.878226246547259,-,65.0656049960767,001,33.9717145157057,中国巨石,-,-112.293045874431,016044,-,-,27.9995619501988,600176,2768596592.74,-4778164196.2,-,1150300000.0,-,30740185.83,34.9717145157057,2020-03-23T00:00:00,1488076068.09,47.6956825125316,-,10000138,-
2019-12-31T00:00:00,13.9410169491525,-,-,shzb,79.8657627118644,-,2,94.3423728813559,-,2020/3/22 19:16:57,-,4425000000.0,保险,-10544000000.0,-,-,28.1803389830508,-,-,001,-0.52597750401714,-,25.264406779661,001,-,中国太保,-,-21.8881355932203,016028,-,353406000000.0,-,601601,111795000000.0,-96855000000.0,-,417465000000.0,124698000000.0,61689000000.0,-,2020-03-23T00:00:00,-,-2.38282485875706,-,80001600,-
2019-12-31T00:00:00,0.00406312800207414,103185087.38,530664280.38,shzb,-,-,2,2.67004725102865,459029416.21,2020/3/22 15:08:19,56589606.21,-326016140.6,电子元件,-76748720.26,1.62772395073252,0.173579155025431,-,-,-,001,-4.48642889343728,-,0.409573908838549,001,1.40799598254615,晶方科技,-,-1.16004475156958,016022,-,-,0.316503002551034,603005,133527705.05,-378193312.83,-,870478500.0,-,1324645.31,2.40799598254615,2020-03-23T00:00:00,785045556.81,-0.235413866683875,-,80198909,-
2019-12-31T00:00:00,-,58468331.89,292622585.06,cyb,-,-,2,-,121147568.82,2020/3/22 16:05:48,181876416.63,79384997.58,机械行业,170608421.35,3.68611946816665,2.29106786136404,-,-,-,001,3.54486367118575,-,0.829056255795379,001,1.52607636849663,三超新材,-,-1.97818299952388,016043,-,-,0.736516138721031,300554,65814628.86,-157038052.63,-,-,-,-,0.526076368496628,2020-03-23T00:00:00,41762571.24,2.1491267437285,-,80474369,-
2019-12-31T00:00:00,-,180883578.6,528575887.83,cyb,-,-,2,-,163203391.93,2020/3/23 7:14:20,18904854.31,5140348.8,工程建设,-27893997.08,102.82879788819,3.67773764885371,-,-,-,001,1.22470978268081,-,10.0993586544166,001,31.7494781540895,测绘股份,-,-3.67385911827618,016005,-,-,35.1889697835291,300826,51914226.14,-18884917.31,-,-,-,-,30.7494781540895,2020-03-23T00:00:00,158063043.13,-5.42647944046132,-,80967740,-
2019-12-31T00:00:00,0.0685473138033966,757237393.44,4864320978.75,szzb,-,-,2,0.517856893194301,577624593.37,2020/3/22 16:05:13,366512169.12,-109618549.19,医药制造,-46231416.76,44.3749804635596,3.34352326160357,-,-,-,001,-14.9162416386827,-,3.17712110535551,001,5.26940556719842,新华制药,-,-3.76706162242905,016024,-,-,6.90793117620534,000756,348271406.17,-412939829.76,-,56766721.32,-,7514057.09,6.26940556719842,2020-03-23T00:00:00,687243142.56,-0.421748117463841,-,10001060,-
2019-12-31T00:00:00,-,405696879.83,2078576978.41,zxb,-,-,2,-,250413466.05,2020/3/22 16:05:48,415264576.95,87194862.29,电子元件,-23527848.38,23.8382964755067,4.76248905089016,-,-,-,001,1.0967320878545,-,5.8427499834291,001,2.87188326781404,奥士康,-,-4.57129716627482,016022,-,-,4.65276128862615,002913,509457780.2,-398593626.9,-,-,-,-,1.87188326781404,2020-03-23T00:00:00,163218603.76,-0.269830673070497,-,80542763,-
2019-12-31T00:00:00,0.149171994347219,573139168.27,2537401397.87,shzb,-,-,2,2.74563643256551,218371079.95,2020/3/20 16:02:02,329112055.85,-73562543.68,电力行业,135984815.0,34.493116617987,4.47390804322442,-,-,-,001,-1.79197409108413,-,3.82680256401378,001,2.96850909479045,乐山电力,-,-6.67536309763996,016007,-,-,7.7911820282232,600644,281509330.77,-491056689.45,-,201976000.0,-,10973471.35,3.96850909479045,2020-03-21T00:00:00,291933623.63,1.84856053362618,-,10000451,-
2019-12-31T00:00:00,0.171003754616042,209734248.2,5768691956.89,szzb,-,-,2,47.6587457426229,291271671.97,2020/3/20 16:38:29,636933972.31,171406003.37,有色金属,90949581.94,33.6551336795223,3.71593736384544,-,-,-,001,7.51446218558032,-,6.68712293907095,001,1.6993084620336,银泰黄金,-,-6.2205838162995,016032,-,-,1.22361086587652,000975,1146213017.03,-1066245410.58,-,8168995133.37,-,29311070.14,0.699308462033596,2020-03-21T00:00:00,119865668.6,0.530609081081452,-,10001225,-
2019-12-31T00:00:00,0.001639248274679,1657269355.54,17902300217.89,shzb,-,-,2,-,809823197.68,2020/3/20 17:19:07,1321794843.13,-603020582.83,有色金属,-1962544857.92,29.6877100510795,2.19195642862929,-,-,-,001,0.534716980663311,-,4.21742501432486,001,1.34294453744757,驰宏锌锗,-,-1.96120778713685,016032,-,-,2.74827991403273,600497,2543194090.18,-1182648662.85,-,-,-,988500.45,2.34294453744757,2020-03-21T00:00:00,1412843780.51,-3.25452383185612,-,10001357,-
2019-12-31T00:00:00,0.0917086877471852,303525603.46,1656944258.62,szzb,-,-,2,-,758683873.78,2020/3/20 17:12:50,27785476.21,443125647.18,钢铁行业,-1084856.62,3.73921994622654,0.0627033808284931,-,-,-,001,1.18259641771569,-,0.972121004937045,001,1.71211907640232,金岭矿业,-,0.0303271869627106,016033,-,-,0.684965100511788,000655,430771749.45,13438754.35,-,-,-,40638471.61,0.712119076402316,2020-03-21T00:00:00,315558226.6,-0.00244819189975552,-,10000977,-
2019-12-31T00:00:00,0.0467834643167361,7213615240.0,196051253945.0,shzb,-,-,2,5.84077778757349,22014144787.0,2020/3/20 16:43:14,8874118891.0,12156473004.0,水泥建材,-7911895159.0,16.1273137266451,0.729991247303394,-,-,-,001,22.2801008061961,-,3.35115332971952,001,1.81089899839834,海螺水泥,-,-1.70187911602259,016004,-,-,0.593397051729265,600585,40738204985.0,-20688847530.0,-,71003257497.0,-,568721921.0,0.810898998398335,2020-03-21T00:00:00,9857671783.0,-0.650838047877591,-,10000393,-
2019-12-31T00:00:00,1.03355687364899,21047285.04,7192740.27,szzb,-,-,2,26.2506720102244,57222938.21,2020/3/20 18:11:55,7185.31,6150319.37,多元金融,-13915240.0,1.16949053167624,0.00116828242042982,-,13.6776290057926,-,001,1.21997314831004,-,-15.0525456046358,001,9.30405963780056,民生控股,-,18.3015485438116,016058,84121786.61,-,3.4221450584606,000416,-92577962.8,112560368.51,-,161450016.54,-,6356704.86,8.30405963780056,2020-03-21T00:00:00,51072618.84,-2.262523157395,-,10000688,-
2019-12-31T00:00:00,0.0019073213363247,1000274637.47,7824908015.76,szzb,-,-,2,0.66264936840503,606265707.52,2020/3/20 20:35:57,174207407.64,-526070070.57,水泥建材,-2847004292.99,14.8742695194229,0.331148676546539,-,-,-,001,-0.842974821825212,-,5.08690705762915,001,1.15244288059024,天山股份,-,-0.675072299751265,016004,-,-,1.90140951448957,000877,2676069554.79,-355135332.37,-,348600000.0,-,1003384.67,2.15244288059024,2020-03-21T00:00:00,1132335778.09,-5.41183475787789,-,10001147,-
2019-12-31T00:00:00,0.0298418407573586,208156980.76,4947277057.14,shzb,-,-,2,-,1725466128.31,2020/3/20 19:04:19,165319602.44,1311112397.46,塑胶制品,864030242.92,3.77334320590995,0.126091098490314,-,-,-,001,10.950807385426,-,0.331734832065204,001,1.31603219651704,福斯特,-,-0.0149665576940734,016018,-,-,0.158763643119583,603806,434941650.99,-19622839.34,-,-,-,39126007.38,0.316032196517035,2020-03-21T00:00:00,414353730.85,0.659005470922153,-,80189538,-
2019-12-31T00:00:00,0.0120594163013918,386317141.05,3419400201.44,shzb,-,-,2,-,811327532.01,2020/3/20 18:53:46,258660139.0,214670423.12,水泥建材,-524994514.9,15.9286041912191,1.20491745085633,-,-,-,001,2.96633665594706,-,4.60243444346177,001,3.77940994487383,宁夏建材,-,-1.15685061654338,016004,-,-,1.79958252019679,600449,988006549.36,-248341611.34,-,-,-,2588800.0,2.77940994487383,2020-03-21T00:00:00,596657108.89,-2.44558382691839,-,10001300,-
2019-12-31T00:00:00,0.0949481795456576,112348540.62,5380428245.16,shzb,-,-,2,7.42688896539443,220471158.17,2020/3/20 16:57:12,48699563.25,-170055299.82,农牧饲渔,-42789681.62,31.6392858726254,0.286374863362374,-,-,-,001,-2.45279487168885,-,0.236599104071369,001,1.29646743384866,农发种业,-,-0.984843144243501,016009,-,-,0.660658860611334,600313,40234931.58,-167477796.17,-,1262981829.74,-,16146441.14,2.29646743384866,2020-03-21T00:00:00,390526457.99,-0.251622158587777,-,10000256,-
2019-12-31T00:00:00,0.149171994347219,573139168.27,2537401397.87,shzb,-,-,2,2.74563643256551,218371079.95,2020/3/20 16:02:02,329112055.85,-73562543.68,电力行业,135984815.0,34.493116617987,4.47390804322442,-,-,-,001,-1.79197409108413,-,3.82680256401378,001,2.96850909479045,乐山电力,-,-6.67536309763996,016007,-,-,7.7911820282232,600644,281509330.77,-491056689.45,-,201976000.0,-,10973471.35,3.96850909479045,2020-03-21T00:00:00,291933623.63,1.84856053362618,-,10000451,-
2019-12-31T00:00:00,0.171003754616042,209734248.2,5768691956.89,szzb,-,-,2,47.6587457426229,291271671.97,2020/3/20 16:38:29,636933972.31,171406003.37,有色金属,90949581.94,33.6551336795223,3.71593736384544,-,-,-,001,7.51446218558032,-,6.68712293907095,001,1.6993084620336,银泰黄金,-,-6.2205838162995,016032,-,-,1.22361086587652,000975,1146213017.03,-1066245410.58,-,8168995133.37,-,29311070.14,0.699308462033596,2020-03-21T00:00:00,119865668.6,0.530609081081452,-,10001225,-
2019-12-31T00:00:00,0.001639248274679,1657269355.54,17902300217.89,shzb,-,-,2,-,809823197.68,2020/3/20 17:19:07,1321794843.13,-603020582.83,有色金属,-1962544857.92,29.6877100510795,2.19195642862929,-,-,-,001,0.534716980663311,-,4.21742501432486,001,1.34294453744757,驰宏锌锗,-,-1.96120778713685,016032,-,-,2.74827991403273,600497,2543194090.18,-1182648662.85,-,-,-,988500.45,2.34294453744757,2020-03-21T00:00:00,1412843780.51,-3.25452383185612,-,10001357,-
